UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Temperature Difference [K],Power,Power [W],Type_LabelEncoded,Cluster
248,L47427,L,298.0,308.2,1469,45.5,214,0,No Failure,10.199999999999989,66839.5,6999.416072320499,1,6
249,L47428,L,298.0,308.3,1362,56.8,216,1,Overstrain Failure,10.300000000000011,77361.59999999999,8101.28780766507,1,6
250,L47429,L,298.0,308.3,1405,56.2,218,1,Overstrain Failure,10.300000000000011,78961.0,8268.776584003455,1,6
251,L47430,L,298.0,308.3,1662,32.7,0,0,No Failure,10.300000000000011,54347.4,5691.246419390197,1,5
252,M15111,M,298.0,308.2,1466,42.6,2,0,No Failure,10.199999999999989,62451.6,6539.916258830944,2,0
253,L47432,L,298.0,308.2,1620,35.8,5,0,No Failure,10.199999999999989,57995.99999999999,6073.326917919787,1,5
254,L47433,L,298.0,308.2,1357,48.2,7,0,No Failure,10.199999999999989,65407.4,6849.446911013634,1,0
255,L47434,L,298.0,308.2,1514,37.9,9,0,No Failure,10.199999999999989,57380.6,6008.882380619149,1,5
256,L47435,L,298.0,308.2,1489,40.4,11,0,No Failure,10.199999999999989,60155.6,6299.479701076205,1,5
257,L47436,L,298.1,308.3,1331,63.0,13,0,No Failure,10.199999999999989,83853.0,8781.06562604883,1,0
258,L47437,L,298.0,308.0,1615,29.5,15,0,No Failure,10.0,47642.5,4989.110933288391,1,5
259,L47438,L,298.1,308.2,1482,37.9,17,0,No Failure,10.099999999999966,56167.799999999996,5881.878261610025,1,5
260,M15119,M,298.1,308.2,1420,63.9,19,1,Power Failure,10.099999999999966,90738.0,9502.061140047688,2,0
261,M15120,M,298.2,308.3,1522,49.1,22,0,No Failure,10.100000000000023,74730.2,7825.728244043198,2,0
262,L47441,L,298.1,308.2,1654,32.1,25,0,No Failure,10.099999999999966,53093.4,5559.927846470144,1,5
263,M15122,M,298.1,308.2,1736,26.8,27,0,No Failure,10.099999999999966,46524.8,4872.065662991147,2,5
264,M15123,M,298.0,308.1,1587,32.3,30,0,No Failure,10.100000000000023,51260.1,5367.945119409272,2,5
265,L47444,L,298.1,308.2,1390,47.5,33,0,No Failure,10.099999999999966,66025.0,6914.121831775536,1,0
266,L47445,L,298.0,308.1,1454,37.1,35,0,No Failure,10.100000000000023,53943.4,5648.9396383218545,1,5
267,H29680,H,298.0,308.1,1440,43.7,37,0,No Failure,10.100000000000023,62928.00000000001,6589.80475016995,0,0
269,H29682,H,297.9,308.0,1800,24.8,44,0,No Failure,10.100000000000023,44640.0,4674.689868541612,0,5
270,L47449,L,298.0,308.0,1524,37.0,49,0,No Failure,10.0,56388.0,5904.937551687375,1,5
271,H29684,H,298.0,308.0,1520,39.6,51,0,No Failure,10.0,60192.0,6303.291500162561,0,5
272,M15131,M,298.1,308.1,1452,40.8,56,0,No Failure,10.0,59241.6,6203.765844896836,2,0
273,L47452,L,298.1,308.1,1484,40.4,59,0,No Failure,10.0,59953.6,6278.326310542034,1,5
274,L47453,L,298.1,308.0,1426,46.0,61,0,No Failure,9.899999999999977,65596.0,6869.197056829202,1,0
275,L47454,L,298.1,308.0,1652,28.5,63,0,No Failure,9.899999999999977,47082.0,4930.415510543821,1,5
276,L47455,L,298.0,308.0,1401,54.7,65,0,No Failure,10.0,76634.7,8025.16701766859,1,0
277,M15136,M,298.0,307.9,1750,26.6,67,0,No Failure,9.899999999999977,46550.0,4874.704600820162,2,5
278,H29691,H,298.0,308.0,1479,50.7,70,0,No Failure,10.0,74985.3,7852.442253574224,0,0
279,M15138,M,298.0,308.0,1620,29.4,75,0,No Failure,10.0,47628.0,4987.5924968391555,2,5
280,L47459,L,298.0,308.1,1819,23.4,78,0,No Failure,10.100000000000023,42564.6,4457.35448876627,1,5
281,M15140,M,298.1,308.1,1456,43.7,80,0,No Failure,10.0,63627.200000000004,6663.024802949616,2,0
282,L47461,L,298.1,308.0,1626,36.5,83,0,No Failure,9.899999999999977,59349.0,6215.012746596687,1,5
283,M15142,M,298.1,308.1,1390,49.8,85,0,No Failure,10.0,69222.0,7248.910888893089,2,0
284,L47463,L,298.2,308.2,1469,43.0,88,0,No Failure,10.0,63167.0,6614.832771643549,1,0
286,L47465,L,298.2,308.3,1568,36.0,92,0,No Failure,10.100000000000023,56448.0,5911.2207369945545,1,5
287,L47466,L,298.2,308.3,1589,33.2,94,0,No Failure,10.100000000000023,52754.8,5524.4697373866275,1,5
288,L47467,L,298.2,308.3,1805,31.6,96,0,No Failure,10.100000000000023,57038.0,5973.005392515153,1,5
289,H29702,H,298.2,308.4,1385,42.2,98,0,No Failure,10.199999999999989,58447.00000000001,6120.555527478755,0,0
290,L47469,L,298.1,308.4,1436,46.7,103,0,No Failure,10.299999999999955,67061.2,7022.632442030527,1,0
291,L47470,L,298.1,308.4,1438,45.6,105,0,No Failure,10.299999999999955,65572.8,6866.767558510426,1,0
292,L47471,L,298.0,308.3,1473,42.6,107,0,No Failure,10.300000000000011,62749.8,6571.143689807626,1,0
293,L47472,L,298.1,308.4,1335,40.2,109,0,No Failure,10.299999999999955,53667.00000000001,5619.9950980067815,1,3
294,H29707,H,298.1,308.5,1392,44.8,111,0,No Failure,10.399999999999977,62361.6,6530.491480870174,0,0
295,M15154,M,298.1,308.5,1372,51.1,116,0,No Failure,10.399999999999977,70109.2,7341.81825563525,2,6
296,M15155,M,298.1,308.6,1716,30.7,119,0,No Failure,10.5,52681.2,5516.76236340982,2,3
297,L47476,L,298.0,308.5,1395,46.2,122,0,No Failure,10.5,64449.00000000001,6749.083497706953,1,6
298,L47477,L,298.0,308.5,1713,25.3,124,0,No Failure,10.5,43338.9,4538.438995155423,1,3
300,M15159,M,297.8,308.3,1567,35.6,131,0,No Failure,10.5,55785.200000000004,5841.812483301244,2,3
301,L47480,L,297.8,308.4,1622,38.3,134,0,No Failure,10.599999999999966,62122.6,6505.463459396576,1,3
302,L47481,L,297.7,308.4,1740,27.1,136,0,No Failure,10.699999999999989,47154.0,4937.9553329124365,1,3
303,H29716,H,297.8,308.4,1512,35.1,138,0,No Failure,10.599999999999966,53071.200000000004,5557.603067906488,0,3
304,M15163,M,297.8,308.4,1479,43.5,143,0,No Failure,10.599999999999966,64336.5,6737.30252525599,2,6
305,L47484,L,297.8,308.4,1737,27.5,146,0,No Failure,10.599999999999966,47767.5,5002.200902678348,1,3
307,L47486,L,297.8,308.4,1374,47.1,150,0,No Failure,10.599999999999966,64715.4,6776.98084047083,1,6
308,M15167,M,297.8,308.4,1579,36.6,152,0,No Failure,10.599999999999966,57791.4,6051.9012560223055,2,3
309,L47488,L,297.9,308.5,1305,47.2,155,0,No Failure,10.600000000000023,61596.00000000001,6450.3180363505635,1,6
310,M15169,M,297.9,308.5,1449,40.8,157,0,No Failure,10.600000000000023,59119.2,6190.94814687019,2,3
311,H29724,H,298.0,308.6,1526,41.8,160,0,No Failure,10.600000000000023,63786.799999999996,6679.738075866713,0,3
312,M15171,M,298.0,308.6,1453,44.1,165,0,No Failure,10.600000000000023,64077.3,6710.159164728975,2,6
313,L47492,L,297.9,308.6,1468,36.0,168,0,No Failure,10.700000000000045,52848.0,5534.22961856378,1,3
314,L47493,L,298.0,308.6,1313,50.8,170,0,No Failure,10.600000000000023,66700.4,6984.849554383353,1,6
315,M15174,M,297.9,308.5,1300,53.0,172,0,No Failure,10.600000000000023,68900.0,7215.191127744558,2,6
316,L47495,L,297.9,308.4,1646,40.6,175,0,No Failure,10.5,66827.6,6998.1699072345755,1,3
317,L47496,L,297.8,308.4,1714,33.2,177,0,No Failure,10.599999999999966,56904.8,5959.056721133215,1,3
318,L47497,L,297.8,308.4,1685,28.4,179,0,No Failure,10.599999999999966,47854.0,5011.259161496198,1,3
319,L47498,L,297.8,308.4,1512,39.9,181,0,No Failure,10.599999999999966,60328.799999999996,6317.617162662929,1,3
320,L47499,L,297.8,308.4,1612,32.1,183,0,No Failure,10.599999999999966,51745.200000000004,5418.744672617819,1,3
321,H29734,H,297.8,308.4,1550,38.2,185,0,No Failure,10.599999999999966,59210.00000000001,6200.456700635055,0,3
322,L47501,L,297.8,308.4,1518,32.5,190,0,No Failure,10.599999999999966,49335.0,5166.349118828414,1,3
323,L47502,L,297.8,308.5,1448,40.0,192,0,No Failure,10.699999999999989,57920.0,6065.368216530694,1,3
324,L47503,L,297.8,308.5,1561,46.3,194,0,No Failure,10.699999999999989,72274.29999999999,7568.546997444824,1,6
325,M15184,M,297.8,308.5,1488,41.9,196,0,No Failure,10.699999999999989,62347.2,6528.983516396451,2,3
326,L47505,L,297.8,308.5,1699,27.8,199,0,No Failure,10.699999999999989,47232.200000000004,4946.144417762795,1,3
327,L47506,L,297.7,308.5,1501,41.4,201,0,No Failure,10.800000000000011,62141.4,6507.432190792825,1,3
328,L47507,L,297.7,308.5,1373,56.7,203,1,Overstrain Failure,10.800000000000011,77849.1,8152.338688285906,1,6
329,H29742,H,297.6,308.4,1703,31.4,205,0,No Failure,10.799999999999955,53474.2,5599.80512921971,0,3
330,H29743,H,297.7,308.5,1720,29.9,210,0,No Failure,10.800000000000011,51428.0,5385.527566293862,0,3
331,M15190,M,297.6,308.4,1398,41.9,215,0,No Failure,10.799999999999955,58576.2,6134.085319840214,2,3
332,M15191,M,297.6,308.4,1391,51.9,218,0,No Failure,10.799999999999955,72192.9,7560.022809378085,2,6
333,M15192,M,297.6,308.3,1538,40.2,0,0,No Failure,10.699999999999989,61827.600000000006,6474.571131636277,2,5
334,L47513,L,297.5,308.2,1647,31.3,3,0,No Failure,10.699999999999989,51551.1,5398.418568149093,1,5
335,M15194,M,297.5,308.1,1469,44.8,5,0,No Failure,10.600000000000023,65811.2,6891.732748130952,2,0
336,L47515,L,297.4,308.1,1749,25.9,8,0,No Failure,10.700000000000045,45299.1,4743.710659140979,1,5
338,L47517,L,297.6,308.3,1742,27.7,13,0,No Failure,10.699999999999989,48253.4,5053.084231690991,1,5
339,L47518,L,297.5,308.2,1563,38.2,15,0,No Failure,10.699999999999989,59706.600000000006,6252.460531027478,1,5
340,M15199,M,297.5,308.2,1713,32.2,17,0,No Failure,10.699999999999989,55158.600000000006,5776.195084743265,2,5
341,L47520,L,297.4,308.1,1474,39.4,20,0,No Failure,10.700000000000045,58075.6,6081.662610427313,1,5
342,M15201,M,297.4,308.2,1530,32.6,22,0,No Failure,10.800000000000011,49878.0,5223.21194585839,2,5
343,L47522,L,297.4,308.2,1471,46.5,25,0,No Failure,10.800000000000011,68401.5,7162.988329817407,1,0
344,L47523,L,297.5,308.3,1388,48.6,27,0,No Failure,10.800000000000011,67456.8,7064.059577155866,1,0
346,L47525,L,297.5,308.3,1585,32.9,32,0,No Failure,10.800000000000011,52146.5,5460.768710347338,1,5
347,M15206,M,297.5,308.3,1459,45.2,34,0,No Failure,10.800000000000011,65946.8,6905.932746925179,2,0
348,L47527,L,297.5,308.3,1544,40.8,37,0,No Failure,10.800000000000011,62995.2,6596.84191771399,1,0
349,L47528,L,297.6,308.3,1617,31.7,39,0,No Failure,10.699999999999989,51258.9,5367.819455703128,1,5
350,L47529,L,297.6,308.3,1595,34.3,41,0,No Failure,10.699999999999989,54708.49999999999,5729.060722963905,1,5
351,H29764,H,297.6,308.3,1400,44.3,43,0,No Failure,10.699999999999989,62019.99999999999,6494.719212521298,0,0
352,M15211,M,297.6,308.4,1611,31.0,48,0,No Failure,10.799999999999955,49941.0,5229.809290430929,2,5
353,M15212,M,297.6,308.4,1507,46.0,51,0,No Failure,10.799999999999955,69322.0,7259.3828644050545,2,0
354,H29767,H,297.5,308.3,1674,30.0,54,0,No Failure,10.800000000000011,50220.0,5259.026102109314,0,5
355,L47534,L,297.6,308.3,1658,34.3,59,0,No Failure,10.699999999999989,56869.399999999994,5955.349641801979,1,5
356,L47535,L,297.6,308.3,1623,36.9,61,0,No Failure,10.699999999999989,59888.7,6271.529998434768,1,5
357,M15216,M,297.6,308.4,1398,48.9,63,0,No Failure,10.799999999999955,68362.2,7158.872843441204,2,0
358,L47537,L,297.6,308.4,1517,34.2,66,0,No Failure,10.799999999999955,51881.4,5433.007503265117,1,5
359,M15218,M,297.6,308.3,1467,36.7,68,0,No Failure,10.699999999999989,53838.9,5637.99642391185,2,5
360,M15219,M,297.6,308.3,1567,34.6,71,0,No Failure,10.699999999999989,54218.200000000004,5677.716627028738,2,5
361,M15220,M,297.5,308.3,1521,38.2,74,0,No Failure,10.800000000000011,58102.200000000004,6084.4481559134965,2,5
362,L47541,L,297.5,308.3,1596,36.8,77,0,No Failure,10.800000000000011,58732.799999999996,6150.484433491953,1,5
363,H29776,H,297.6,308.3,1640,30.9,79,0,No Failure,10.699999999999989,50676.0,5306.778310443879,0,5
364,L47543,L,297.6,308.3,1438,47.8,84,0,No Failure,10.699999999999989,68736.4,7198.058975806981,1,0
365,L47544,L,297.6,308.4,1407,55.2,86,0,No Failure,10.799999999999955,77666.40000000001,8133.206389025544,1,0
366,L47545,L,297.6,308.4,1353,57.5,88,0,No Failure,10.799999999999955,77797.5,8146.935148921731,1,0
367,M15226,M,297.6,308.5,1552,40.9,90,0,No Failure,10.899999999999977,63476.799999999996,6647.274951779618,2,0
368,M15227,M,297.6,308.4,1569,38.3,93,0,No Failure,10.799999999999955,60092.7,6292.892828479178,2,5
369,L47548,L,297.5,308.4,1489,39.5,96,0,No Failure,10.899999999999977,58815.5,6159.144757240349,1,5
370,H29783,H,297.5,308.4,1587,36.1,98,0,No Failure,10.899999999999977,57290.700000000004,5999.468074633892,0,5
371,M15230,M,297.5,308.3,1622,37.2,103,0,No Failure,10.800000000000011,60338.4,6318.622472312079,2,5
372,L47551,L,297.5,308.4,1604,38.1,106,0,No Failure,10.899999999999977,61112.4,6399.675562774695,1,3
373,M15232,M,297.4,308.3,1405,51.7,108,0,No Failure,10.900000000000034,72638.5,7606.6859322594055,2,6
374,L47553,L,297.4,308.3,1412,42.0,111,0,No Failure,10.900000000000034,59304.0,6210.300357616303,1,0
375,L47554,L,297.4,308.3,1431,43.0,113,0,No Failure,10.900000000000034,61533.0,6443.720691778024,1,0
376,L47555,L,297.4,308.2,1533,37.4,115,0,No Failure,10.800000000000011,57334.2,6004.023383981596,1,3
377,M15236,M,297.4,308.2,1401,51.9,117,0,No Failure,10.800000000000011,72711.9,7614.3723622851885,2,6
378,M15237,M,297.4,308.2,1424,53.9,120,0,No Failure,10.800000000000011,76753.59999999999,8037.6181965523165,2,6
379,L47558,L,297.3,308.2,1754,29.4,123,0,No Failure,10.899999999999977,51567.6,5400.146444108566,1,3
380,L47559,L,297.3,308.2,1754,26.8,125,0,No Failure,10.899999999999977,47007.200000000004,4922.582472860871,1,3
382,L47561,L,297.5,308.5,1546,40.4,129,0,No Failure,11.0,62458.399999999994,6540.628353165757,1,3
383,L47562,L,297.5,308.5,1335,48.0,131,0,No Failure,11.0,64080.0,6710.441908067798,1,6
384,M15243,M,297.5,308.6,1842,27.0,133,0,No Failure,11.100000000000023,49734.0,5208.132301121159,2,3
385,L47564,L,297.5,308.5,1712,26.8,136,0,No Failure,11.0,45881.6,4804.709916498181,1,3
386,M15245,M,297.6,308.6,1414,45.4,138,0,No Failure,11.0,64195.6,6722.547511759631,2,6
387,L47566,L,297.6,308.7,1319,50.9,141,0,No Failure,11.099999999999966,67137.09999999999,7030.580671444109,1,6
388,L47567,L,297.7,308.7,1249,60.4,143,0,No Failure,11.0,75439.59999999999,7900.016438325084,1,6
389,L47568,L,297.6,308.7,1455,48.2,145,0,No Failure,11.099999999999966,70131.0,7344.101146296859,1,6
390,M15249,M,297.6,308.7,1408,54.8,147,0,No Failure,11.099999999999966,77158.4,8080.008753424756,2,6
391,L47570,L,297.6,308.7,1460,46.7,150,0,No Failure,11.099999999999966,68182.0,7140.002343568643,1,6
392,L47571,L,297.6,308.6,1491,38.1,152,0,No Failure,11.0,56807.1,5948.825601058024,1,3
393,M15252,M,297.6,308.5,1490,43.4,154,0,No Failure,10.899999999999977,64666.0,6771.807684567919,2,6
394,M15253,M,297.5,308.4,1350,52.2,157,0,No Failure,10.899999999999977,70470.0,7379.601143282423,2,6
395,L47574,L,297.5,308.4,1528,39.9,160,0,No Failure,10.899999999999977,60967.2,6384.470254331321,1,3
396,L47575,L,297.4,308.3,1571,37.7,162,0,No Failure,10.900000000000034,59226.700000000004,6202.205520545554,1,3
397,L47576,L,297.4,308.3,1490,42.6,164,0,No Failure,10.900000000000034,63474.0,6646.981736465284,1,6
398,M15257,M,297.4,308.3,1774,28.9,166,0,No Failure,10.900000000000034,51268.6,5368.8352373277885,2,3
399,H29812,H,297.4,308.3,1502,43.6,169,0,No Failure,10.900000000000034,65487.200000000004,6857.803547472184,0,6
400,L47579,L,297.4,308.4,1392,49.7,174,0,No Failure,11.0,69182.40000000001,7244.763986590351,1,6
402,L47581,L,297.5,308.5,1722,30.4,178,0,No Failure,11.0,52348.799999999996,5481.953516808045,1,3
403,L47582,L,297.4,308.6,1678,32.3,180,0,No Failure,11.200000000000045,54199.399999999994,5675.747895632487,1,3
404,L47583,L,297.3,308.6,1273,59.8,182,0,No Failure,11.300000000000011,76125.4,7971.833246386147,1,6
405,L47584,L,297.3,308.6,1297,45.9,184,0,No Failure,11.300000000000011,59532.299999999996,6234.207877710121,1,6
406,L47585,L,297.3,308.5,1350,57.6,186,0,No Failure,11.199999999999989,77760.0,8143.008158104743,1,6
407,L47586,L,297.4,308.6,1439,51.9,188,0,No Failure,11.200000000000045,74684.09999999999,7820.900663332181,1,6
408,M15267,M,297.4,308.5,1600,42.1,190,0,No Failure,11.100000000000023,67360.0,7053.922704860282,2,3
409,M15268,M,297.4,308.6,1434,44.4,193,0,No Failure,11.200000000000045,63669.6,6667.464920566689,2,6
410,L47589,L,297.4,308.6,1459,41.3,196,0,No Failure,11.200000000000045,60256.7,6310.066868318802,1,3
411,M15270,M,297.5,308.6,1472,44.9,198,0,No Failure,11.100000000000023,66092.8,6921.221831172649,2,6
412,L47591,L,297.5,308.7,1429,44.3,201,0,No Failure,11.199999999999989,63304.7,6629.252681923525,1,6
413,L47592,L,297.5,308.6,1388,48.2,203,0,No Failure,11.100000000000023,66901.6,7005.91916911343,1,6
414,L47593,L,297.4,308.4,1573,34.5,205,0,No Failure,11.0,54268.5,5682.984030711256,1,3
415,L47594,L,297.4,308.4,1588,32.5,207,0,No Failure,11.0,51610.0,5404.58656172564,1,3
416,L47595,L,297.5,308.4,1511,42.8,209,0,No Failure,10.899999999999977,64670.799999999996,6772.310339392492,1,6
417,L47596,L,297.4,308.5,1495,37.8,211,0,No Failure,11.100000000000023,56510.99999999999,5917.818081567092,1,3
418,L47597,L,297.4,308.4,1394,50.1,213,0,No Failure,11.0,69839.40000000001,7313.564865703967,1,6
420,M15279,M,297.3,308.3,1501,38.2,2,0,No Failure,11.0,57338.200000000004,6004.442263002076,2,5
421,M15280,M,297.3,308.3,1301,39.6,5,0,No Failure,11.0,51519.6,5395.119895862823,2,5
422,M15281,M,297.3,308.3,1657,31.1,8,0,No Failure,11.0,51532.700000000004,5396.491724654891,2,5
423,L47602,L,297.3,308.3,1333,55.2,11,0,No Failure,11.0,73581.6,7705.447133312758,1,0
424,L47603,L,297.3,308.3,1484,43.9,13,0,No Failure,11.0,65147.6,6822.240718633547,1,0
425,L47604,L,297.3,308.4,1430,45.7,15,0,No Failure,11.099999999999966,65351.00000000001,6843.540716824886,1,0
426,M15285,M,297.3,308.4,1665,28.9,17,0,No Failure,11.099999999999966,48118.5,5038.957536725348,2,5
427,L47606,L,297.4,308.5,1501,44.9,20,0,No Failure,11.100000000000023,67394.9,7057.577424313958,1,0
428,M15287,M,297.5,308.5,1496,42.2,22,0,No Failure,11.0,63131.200000000004,6611.083804410265,2,0
429,M15288,M,297.6,308.6,1595,36.9,25,0,No Failure,11.0,58855.5,6163.333547445135,2,5
430,L47609,L,297.5,308.6,1208,62.3,28,0,No Failure,11.100000000000023,75258.4,7881.041218697402,1,0
431,L47610,L,297.5,308.6,1596,37.1,30,0,No Failure,11.100000000000023,59211.600000000006,6200.624252243247,1,5
432,L47611,L,297.5,308.5,1446,41.9,32,0,No Failure,11.0,60587.4,6344.697691336874,1,0
433,M15292,M,297.6,308.5,1466,39.7,34,0,No Failure,10.899999999999977,58200.200000000004,6094.710691915223,2,5
434,M15293,M,297.6,308.5,1848,23.7,37,0,No Failure,10.899999999999977,43797.6,4586.473946828811,2,5
435,M15294,M,297.5,308.5,1484,44.7,40,0,No Failure,11.0,66334.8,6946.564011911607,2,0
436,L47615,L,297.4,308.3,1493,41.2,43,0,No Failure,10.900000000000034,61511.600000000006,6441.479689018464,1,0
437,L47616,L,297.3,308.3,1504,36.3,45,0,No Failure,11.0,54595.2,5717.195974708849,1,5
438,L47617,L,297.3,308.3,1538,38.5,47,0,No Failure,11.0,59213.0,6200.770859900414,1,5
439,L47618,L,297.4,308.4,1341,52.2,49,0,No Failure,11.0,70000.2,7330.403802327207,1,0
440,M15299,M,297.4,308.3,1535,34.6,51,0,No Failure,10.900000000000034,53111.0,5561.77091416025,2,5
441,L47620,L,297.4,308.5,1389,39.2,54,0,No Failure,11.100000000000023,54448.8,5701.865002559331,1,5
442,H29855,H,297.5,308.5,1393,46.6,56,0,No Failure,11.0,64913.8,6797.7572398865705,0,0
443,L47622,L,297.4,308.5,1399,61.5,61,1,Power Failure,11.100000000000023,86038.5,9009.930650862847,1,0
444,H29857,H,297.4,308.5,1469,45.1,63,0,No Failure,11.100000000000023,66251.90000000001,6937.882744212187,0,0
445,L47624,L,297.4,308.4,1582,37.2,68,0,No Failure,11.0,58850.4,6162.7994766940255,1,5
446,L47625,L,297.5,308.6,1793,26.7,70,0,No Failure,11.100000000000023,47873.1,5013.259308818984,1,5
447,L47626,L,297.5,308.6,1452,39.0,72,0,No Failure,11.100000000000023,56628.0,5930.070292916093,1,5
448,M15307,M,297.6,308.7,1376,59.9,74,0,No Failure,11.099999999999966,82422.4,8631.253544374644,2,0
449,L47628,L,297.5,308.6,1552,44.9,77,0,No Failure,11.100000000000023,69684.8,7297.375191562467,1,0
450,L47629,L,297.6,308.7,1622,37.9,79,0,No Failure,11.099999999999966,61473.799999999996,6437.52128227494,1,5
451,M15310,M,297.6,308.7,1419,41.7,81,0,No Failure,11.099999999999966,59172.3,6196.508765867044,2,0
452,H29865,H,297.5,308.6,1440,46.1,84,0,No Failure,11.100000000000023,66384.0,6951.716223863494,0,0
453,M15312,M,297.4,308.6,1643,31.0,89,0,No Failure,11.200000000000045,50933.0,5333.6912875096305,2,5
454,L47633,L,297.4,308.7,1510,36.2,92,0,No Failure,11.300000000000011,54662.00000000001,5724.191254350843,1,5
455,L47634,L,297.4,308.7,1468,46.6,94,0,No Failure,11.300000000000011,68408.8,7163.752784029782,1,0
456,L47635,L,297.4,308.7,1429,57.4,96,0,No Failure,11.300000000000011,82024.59999999999,8589.596025788043,1,0
457,H29870,H,297.3,308.7,1478,47.6,98,0,No Failure,11.399999999999977,70352.8,7367.3279879823995,0,0
458,L47637,L,297.4,308.6,1276,53.6,103,0,No Failure,11.200000000000045,68393.6,7162.161043751963,1,0
459,L47638,L,297.3,308.6,1486,42.6,105,0,No Failure,11.300000000000011,63303.6,6629.137490192894,1,0
460,L47639,L,297.4,308.6,1476,42.3,107,0,No Failure,11.200000000000045,62434.799999999996,6538.156966944933,1,0
461,H29874,H,297.3,308.6,1431,42.0,109,0,No Failure,11.300000000000011,60102.0,6293.866722201791,0,0
